,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
952,ECPG,Encore Capital Group Inc,44.6,1150000000,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
953,WIRE,Encore Wire Corporation,54.95,1150000000,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
954,ENDP,Endo International plc,5.49,1230000000,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
955,ECYT,"Endocyte, Inc.",8.3,572450000,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ecyt
956,ELGX,"Endologix, Inc.",4.22,353320000,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx
957,NDRA,ENDRA Life Sciences Inc.,2.3465,9210000,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
958,NDRAW,ENDRA Life Sciences Inc.,0.5,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
959,EIGI,"Endurance International Group Holdings, Inc.",7.25,1030000000,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
960,WATT,Energous Corporation,15.82,397960000,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
961,EFOI,"Energy Focus, Inc.",2.19,26040000,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
962,ERII,"Energy Recovery, Inc.",8.27,446460000,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
963,EGC,"Energy XXI Gulf Coast, Inc.",3.71,123430000,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/egc
964,ENG,ENGlobal Corporation,0.8149,22420000,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
965,ENPH,"Enphase Energy, Inc.",4.14,396730000,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
966,ESGR,Enstar Group Limited,212,4120000000,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
967,ENFC,Entegra Financial Corp.,28.75,198040000,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc
968,ENTG,"Entegris, Inc.",33.7,4780000000,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
969,EBTC,Enterprise Bancorp Inc,34.82,405130000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc
970,EFSC,Enterprise Financial Services Corporation,46.8,1080000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
971,EPZM,"Epizyme, Inc.",14.85,1030000000,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
972,PLUS,ePlus inc.,76.15,1060000000,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
973,EQIX,"Equinix, Inc.",407.04,32250000000,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
974,EQFN,Equitable Financial Corp.,10.45,35110000,2015,Finance,Savings Institutions,https://www.nasdaq.com/symbol/eqfn
975,EQBK,"Equity Bancshares, Inc.",39.44,576200000,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk
976,ERIC,Ericsson,6.21,20410000000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric
977,ERIE,Erie Indemnity Company,114.41,5980000000,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
978,ERYP,Erytech Pharma S.A.,20.44,366640000,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
979,ESCA,"Escalade, Incorporated",13.85,199550000,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca
980,ESPR,"Esperion Therapeutics, Inc.",66.43,1760000000,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
981,ESQ,"Esquire Financial Holdings, Inc.",24.11,179520000,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq
982,ESSA,"ESSA Bancorp, Inc.",14.75,171940000,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa
983,EPIX,ESSA Pharma Inc.,0.1846,21330000,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix
984,ESND,Essendant Inc.,8.4,316730000,n/a,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd
985,ESTR,"Estre Ambiental, Inc.",9.63,445390000,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
986,ESTRW,"Estre Ambiental, Inc.",0.58,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
987,VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,48.07,413400000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd
988,VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,32.4948,493920000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse
989,VIDI,ETF Series Solutions Trust Vident International Equity Fund,27.7344,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
990,ETSY,"Etsy, Inc.",27.63,3310000000,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
991,CLWT,Euro Tech Holdings Company Limited,2.25,5020000,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
992,EEFT,"Euronet Worldwide, Inc.",71.24,3660000000,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
993,ESEA,Euroseas Ltd.,2.13,23800000,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
994,EVEP,"EV Energy Partners, L.P.",0.169,8340000,2006,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/evep
995,EVBG,"Everbridge, Inc.",35.52,1010000000,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg
996,EVK,"Ever-Glory International Group, Inc.",3.65,54010000,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
997,MRAM,"Everspin Technologies, Inc.",7.39,122940000,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
998,EVLV,EVINE Live Inc.,0.93,60720000,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv
999,EVFM,"Evofem Biosciences, Inc.",6.44,114400000,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm
1000,EVGN,Evogene Ltd.,2.85,73400000,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn
1001,EVOK,"Evoke Pharma, Inc.",2.14,33160000,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok
1002,EOLS,"Evolus, Inc.",7.58,179190000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols
1003,EVOL,"Evolving Systems, Inc.",4.1,51370000,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol
1004,EXAS,Exact Sciences Corporation,37.84,4580000000,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
1005,FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,40.9067,16360000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag
1006,XELA,"Exela Technologies, Inc.",5.83,889460000,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela
1007,EXEL,"Exelixis, Inc.",21.09,6250000000,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
1008,EXFO,EXFO Inc,4.05,94800000,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
1009,EXLS,"ExlService Holdings, Inc.",55.22,1890000000,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls
1010,EXPE,"Expedia Group, Inc.",107.55,16330000000,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
1011,EXPD,"Expeditors International of Washington, Inc.",61.59,10790000000,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
1012,EXPO,"Exponent, Inc.",79.4,2050000000,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo
1013,ESRX,Express Scripts Holding Company,67.88,38120000000,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx
1014,XOG,"Extraction Oil & Gas, Inc.",10.72,1850000000,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
1015,EXTR,"Extreme Networks, Inc.",10.52,1210000000,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
1016,EYEG,"Eyegate Pharmaceuticals, Inc.",0.47,8110000,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg
1017,EYEGW,"Eyegate Pharmaceuticals, Inc.",0.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
1018,EYEN,"Eyenovia, Inc.",9.2501,91920000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
1019,EYPT,"EyePoint Pharmaceuticals, Inc.",1.17,63070000,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt
1020,EZPW,"EZCORP, Inc.",12.85,699870000,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw
1021,FFIV,"F5 Networks, Inc.",140.71,8700000000,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
1022,FB,"Facebook, Inc.",157.2,4.57E+11,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
1023,DAVE,"Famous Dave&#39;s of America, Inc.",7.4,54890000,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave
1024,FANH,Fanhua Inc.,25.77,1590000000,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
1025,FARM,Farmer Brothers Company,29.9,505300000,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
1026,FMAO,"Farmers & Merchants Bancorp, Inc.",39.44,365450000,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao
1027,FFKT,Farmers Capital Bank Corporation,40.9,307480000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffkt
1028,FMNB,Farmers National Banc Corp.,13.95,385590000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb
1029,FAMI,"FARMMI, INC.",6.77,79070000,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami
1030,FARO,"FARO Technologies, Inc.",57.45,973940000,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
1031,FAST,Fastenal Company,53.65,15430000000,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
1032,FAT,FAT Brands Inc.,6.51,65100000,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
1033,FATE,"Fate Therapeutics, Inc.",9.28,489720000,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
1034,FBSS,"Fauquier Bankshares, Inc.",20.95,79060000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
1035,FCRE,FC Global Realty Incorporated,0.71,8430000,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/fcre
1036,FSAC,Federal Street Acquisition Corp.,9.8,563500000,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsac
1037,FSACU,Federal Street Acquisition Corp.,10.25,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu
1038,FSACW,Federal Street Acquisition Corp.,1.25,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw
1039,FNHC,Federated National Holding Company,16.42,208670000,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc
1040,FENC,Fennec Pharmaceuticals Inc.,14.07,259090000,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
1041,GSM,Ferroglobe PLC,10.28,1770000000,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm
1042,FFBW,"FFBW, Inc.",11.0159,72840000,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
1043,FCSC,Fibrocell Science Inc,0.5797,16440000,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc
1044,FGEN,"FibroGen, Inc",44.9,3710000000,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen
1045,FDBC,"Fidelity D & D Bancorp, Inc.",49.2,186070000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc
1046,ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,271.47,1440000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq
1047,LION,Fidelity Southern Corporation,22.66,612570000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lion
1048,FDUS,Fidus Investment Corporation,13.07,319730000,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus
1049,FDUSL,Fidus Investment Corporation,25.694,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl
1050,FRGI,"Fiesta Restaurant Group, Inc.",19.5,531430000,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi
1051,FITB,Fifth Third Bancorp,31.24,21160000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
1052,FITBI,Fifth Third Bancorp,28.91,520380000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi
1053,FNGN,"Financial Engines, Inc.",32.95,2080000000,2010,Finance,Investment Managers,https://www.nasdaq.com/symbol/fngn
1054,FISI,"Financial Institutions, Inc.",30.3,481900000,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi
1055,FNSR,Finisar Corporation,15.33,1760000000,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr
1056,FNJN,"Finjan Holdings, Inc.",2.85,79000000,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn
1057,FNTE,FinTech Acquisition Corp. II,9.95,237740000,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fnte
1058,FNTEU,FinTech Acquisition Corp. II,10.6,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fnteu
1059,FNTEW,FinTech Acquisition Corp. II,1.22,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fntew
1060,FEYE,"FireEye, Inc.",17.33,3320000000,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye
1061,FBNC,First Bancorp,35.62,1060000000,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
1062,FNLC,"First Bancorp, Inc (ME)",27.32,296320000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc
1063,FRBA,First Bank,14.45,252610000,2013,n/a,n/a,https://www.nasdaq.com/symbol/frba
1064,BUSE,First Busey Corporation,29.77,1450000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse
1065,FBIZ,"First Business Financial Services, Inc.",25.17,220610000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz
1066,FCAP,"First Capital, Inc.",38.4256,128990000,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap
1067,FCFS,"First Cash, Inc.",81.4,3790000000,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs
1068,FCNCA,"First Citizens BancShares, Inc.",408.11,4900000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca
1069,FCBC,"First Community Bancshares, Inc.",30.54,517340000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc
1070,FCCO,First Community Corporation,22.95,174230000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco
1071,FBNK,"First Connecticut Bancorp, Inc.",25.35,405040000,2011,Finance,Banks,https://www.nasdaq.com/symbol/fbnk
1072,FDEF,First Defiance Financial Corp.,56.99,580290000,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef
1073,FFBC,First Financial Bancorp.,28.15,2750000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc
1074,FFBCW,First Financial Bancorp.,18,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbcw
1075,FFIN,"First Financial Bankshares, Inc.",46.6,3150000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin
1076,THFF,First Financial Corporation Indiana,42.8,524520000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/thff
1077,FFNW,"First Financial Northwest, Inc.",15.81,169930000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw
1078,FFWM,First Foundation Inc.,18.39,717050000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm
1079,FGBI,"First Guaranty Bancshares, Inc.",26.1,229870000,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi
1080,FHB,"First Hawaiian, Inc.",27.57,3850000000,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb
1081,INBK,First Internet Bancorp,36.45,307000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbk
1082,INBKL,First Internet Bancorp,25.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkl
1083,FIBK,"First Interstate BancSystem, Inc.",39.3,2230000000,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk
1084,FRME,First Merchants Corporation,41.45,2050000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frme
1085,FMBH,"First Mid-Illinois Bancshares, Inc.",36.21,458930000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbh
1086,FMBI,"First Midwest Bancorp, Inc.",24.3,2500000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbi
1087,FNWB,First Northwest Bancorp,16.72,195780000,2015,Finance,Banks,https://www.nasdaq.com/symbol/fnwb
1088,FSFG,"First Savings Financial Group, Inc.",68.49,154850000,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsfg
1089,FSLR,"First Solar, Inc.",69.7,7280000000,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr
1090,FAAR,First Trust Alternative Absolute Return Strategy ETF,28.88,8660000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faar
1091,FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,35.255,61700000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpa
1092,BICK,First Trust BICK Index Fund,29.96,242680000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bick
1093,FBZ,First Trust Brazil AlphaDEX Fund,16.19,9710000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fbz
1094,FTHI,First Trust BuyWrite Income ETF,21.94,60870000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi
1095,FCAL,First Trust California Municipal High income ETF,50.24,10050000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcal
1096,FCAN,First Trust Canada AlphaDEX Fund,25.501,6380000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan
1097,FTCS,First Trust Capital Strength ETF,49.81,774550000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftcs
1098,FCEF,First Trust CEF Income Opportunity ETF,21.3102,28880000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcef
1099,FCA,First Trust China AlphaDEX Fund,31.0762,10880000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fca
1100,SKYY,First Trust Cloud Computing ETF,47.5,1310000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skyy
1101,RNDM,First Trust Developed International Equity Select ETF,51.1241,12780000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndm
1102,FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,61.86,1170000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt
1103,FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,43.35,15170000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdts
1104,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,26.15,436710000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fvc
1105,FV,First Trust Dorsey Wright Focus 5 ETF,28.01,2480000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fv
1106,IFV,First Trust Dorsey Wright International Focus 5 ETF,21.8042,926680000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifv
1107,DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,27.8892,30680000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwpp
1108,FEM,First Trust Emerging Markets AlphaDEX Fund,28.86,663780000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fem
1109,RNEM,First Trust Emerging Markets Equity Select ETF,54.7069,5470000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnem
1110,FEMB,First Trust Emerging Markets Local Currency Bond ETF,42.84,59980000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/femb
1111,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,44.02,349960000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fems
1112,FTSM,First Trust Enhanced Short Maturity ETF,60,1760000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsm
1113,FEP,First Trust Europe AlphaDEX Fund,39.45,842260000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fep
1114,FEUZ,First Trust Eurozone AlphaDEX ETF,44.76,71620000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feuz
1115,FGM,First Trust Germany AlphaDEX Fund,49.66,258230000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fgm
1116,FTGC,First Trust Global Tactical Commodity Strategy Fund,20.6799,212040000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftgc
1117,FTLB,First Trust Hedged BuyWrite Income ETF,21.58,8630000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftlb
1118,HYLS,First Trust High Yield Long/Short ETF,47.66,1220000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyls
1119,FHK,First Trust Hong Kong AlphaDEX Fund,41.1,4110000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhk
1120,FTAG,First Trust Indxx Global Agriculture ETF,26.68,6400000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftag
1121,FTRI,First Trust Indxx Global Natural Resources Income ETF,12.36,8650000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftri
1122,LEGR,First Trust Indxx Innovative Transaction & Process ETF,28.3048,29720000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/legr
1123,FPXI,First Trust International IPO ETF,36.74,25720000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxi
1124,YDIV,First Trust International Multi-Asset Diversified Income Index,18.182,14550000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ydiv
1125,FJP,First Trust Japan AlphaDEX Fund,57.53,155330000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fjp
1126,FEX,First Trust Large Cap Core AlphaDEX Fund,57.56,1440000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex
1127,FTC,First Trust Large Cap Growth AlphaDEX Fund,62.2,758840000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftc
1128,RNLC,First Trust Large Cap US Equity Select ETF,21.26,21260000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnlc
1129,FTA,First Trust Large Cap Value AlphaDEX Fund,52.21,1040000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta
1130,FLN,First Trust Latin America AlphaDEX Fund,21.92,21920000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fln
1131,LMBS,First Trust Low Duration Opportunities ETF,51.43,1210000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lmbs
1132,FMB,First Trust Managed Municipal ETF,52.73,342750000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmb
1133,FMK,First Trust Mega Cap AlphaDEX Fund,32.77,18020000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmk
1134,FNX,First Trust Mid Cap Core AlphaDEX Fund,64.34,768860000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnx
1135,FNY,First Trust Mid Cap Growth AlphaDEX Fund,39.7584,135180000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fny
1136,RNMC,First Trust Mid Cap US Equity Select ETF,20.9321,6280000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnmc
1137,FNK,First Trust Mid Cap Value AlphaDEX Fund,34.3353,46350000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnk
1138,FAD,First Trust Multi Cap Growth AlphaDEX Fund,66.37,126100000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fad
1139,FAB,First Trust Multi Cap Value AlphaDEX Fund,53.91,94340000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fab
1140,MDIV,First Trust Multi-Asset Diversified Income Index Fund,17.86,721540000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mdiv
1141,MCEF,First Trust Municipal CEF Income Opportunity ETF,17.87,13400000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcef
1142,FMHI,First Trust Municipal High Income ETF,50.18,22580000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmhi
1143,QABA,First Trust NASDAQ ABA Community Bank Index Fund,52.52,312490000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qaba
1144,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,28.5,9980000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robt
1145,FTXO,First Trust Nasdaq Bank ETF,29.07,1290000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxo
1146,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,19.4,91180000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qcln
1147,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,48.7066,31660000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grid
1148,CIBR,First Trust NASDAQ Cybersecurity ETF,24.99,462320000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cibr
1149,FTXG,First Trust Nasdaq Food & Beverage ETF,19.6,"$980,039.20 ",n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg
1150,CARZ,First Trust NASDAQ Global Auto Index Fund,41.59,20800000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/carz
1151,FTXN,First Trust Nasdaq Oil & Gas ETF,20.1,4020000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxn
1152,FTXH,First Trust Nasdaq Pharmaceuticals ETF,20.67,2070000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxh
1153,FTXD,First Trust Nasdaq Retail ETF,20.8,1040000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxd
1154,FTXL,First Trust Nasdaq Semiconductor ETF,31.2322,45290000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxl
1155,FONE,First Trust NASDAQ Smartphone Index Fund,51.3498,15410000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fone
1156,TDIV,First Trust NASDAQ Technology Dividend Index Fund,34.945,837110000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdiv
